laureate_id,laureate_name,gender,award_year,category,motivation_en,affiliation_name,affiliation_city,affiliation_country,affiliation_type,count
999,Syukuro Manabe,male,2021,Physics,"for the physical modelling of Earth’s climate, quantifying variability and reliably predicting global warming",Princeton University,"Princeton, NJ",United States,university,1
1000,Klaus Hasselmann,male,2021,Physics,"for the physical modelling of Earth’s climate, quantifying variability and reliably predicting global warming",Max Planck Institute for Meteorology,Hamburg,Germany,research_institute,1
1001,Giorgio Parisi,male,2021,Physics,for the discovery of the interplay of disorder and fluctuations in physical systems from atomic to planetary scales,Sapienza University of Rome,Rome,Italy,university,1
1002,Benjamin List,male,2021,Chemistry,for the development of asymmetric organocatalysis,Max-Planck-Institut für Kohlenforschung,Mülheim an der Ruhr,Germany,other,1
1003,David W.C. MacMillan,male,2021,Chemistry,for the development of asymmetric organocatalysis,Princeton University,"Princeton, NJ",United States,university,1
1004,Abdulrazak Gurnah,male,2021,Literature,for his uncompromising and compassionate penetration of the effects of colonialism and the fate of the refugee in the gulf between cultures and continents,,,,unknown,1
1005,Maria Ressa,female,2021,Peace,"for their efforts to safeguard freedom of expression, which is a precondition for democracy and lasting peace",,,,unknown,1
1006,Dmitry Andreyevich Muratov,male,2021,Peace,"for their efforts to safeguard freedom of expression, which is a precondition for democracy and lasting peace",,,,unknown,1
1007,David Card,male,2021,Economic Sciences,for his empirical contributions to labour economics,University of California,"Berkeley, CA",United States,university,1
1008,Joshua D. Angrist,male,2021,Economic Sciences,for their methodological contributions to the analysis of causal relationships,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States,university,1
1009,Guido W. Imbens,male,2021,Economic Sciences,for their methodological contributions to the analysis of causal relationships,Stanford University,"Stanford, CA",United States,university,1
1011,Svante Pääbo,male,2022,Physiology or Medicine,for his discoveries concerning the genomes of extinct hominins and human evolution,Max Planck Institute for Evolutionary Anthropology,Leipzig,Germany,research_institute,1
1011,Svante Pääbo,male,2022,Physiology or Medicine,for his discoveries concerning the genomes of extinct hominins and human evolution,Okinawa Institute of Science and Technology,Okinawa,Japan,research_institute,1
1011,Svante Pääbo,male,2022,Physiology or Medicine,for his discoveries concerning the genomes of extinct hominins and human evolution,Leipzig University,Leipzig,Germany,university,1
1012,Alain Aspect,male,2022,Physics,"for experiments with entangled photons, establishing the violation of Bell inequalities and  pioneering quantum information science",Institut d’Optique Graduate School – Université Paris-Saclay,Paris,France,university,1
1012,Alain Aspect,male,2022,Physics,"for experiments with entangled photons, establishing the violation of Bell inequalities and  pioneering quantum information science",École Polytechnique,Palaiseau,France,other,1
1013,John F. Clauser,male,2022,Physics,"for experiments with entangled photons, establishing the violation of Bell inequalities and  pioneering quantum information science",J.F. Clauser & Assoc.,"Walnut Creek, CA",United States,other,1
1014,Anton Zeilinger,male,2022,Physics,"for experiments with entangled photons, establishing the violation of Bell inequalities and  pioneering quantum information science",University of Vienna,Vienna,Austria,university,1
1014,Anton Zeilinger,male,2022,Physics,"for experiments with entangled photons, establishing the violation of Bell inequalities and  pioneering quantum information science","Institute for Quantum Optics and Quantum Information, Austrian Academy of Sciences",Vienna,Austria,university,1
1015,Carolyn R. Bertozzi,female,2022,Chemistry,for the development of click chemistry and bioorthogonal chemistry,Stanford University,"Stanford, CA",United States,university,1
1015,Carolyn R. Bertozzi,female,2022,Chemistry,for the development of click chemistry and bioorthogonal chemistry,Howard Hughes Medical Institute,,United States,research_institute,1
1016,Morten Meldal,male,2022,Chemistry,for the development of click chemistry and bioorthogonal chemistry,University of Copenhagen,Copenhagen,Denmark,university,1
1017,Annie Ernaux,female,2022,Literature,"for the courage and clinical acuity with which she uncovers the roots, estrangements and  collective restraints of personal memory",,,,unknown,1
1018,Ales Bialiatski ,male,2022,Peace,"The Peace Prize laureates represent civil society in their home countries. They have for many years promoted the right to criticise power and protect the fundamental rights of citizens. They have made an outstanding effort to document war crimes, human right abuses and the abuse of power. Together they demonstrate the significance of civil society for peace and democracy.",,,,unknown,1
1019,,,2022,Peace,"The Peace Prize laureates represent civil society in their home countries. They have for many years promoted the right to criticise power and protect the fundamental rights of citizens. They have made an outstanding effort to document war crimes, human right abuses and the abuse of power. Together they demonstrate the significance of civil society for peace and democracy.",,,,unknown,1
1020,,,2022,Peace,"The Peace Prize laureates represent civil society in their home countries. They have for many years promoted the right to criticise power and protect the fundamental rights of citizens. They have made an outstanding effort to document war crimes, human right abuses and the abuse of power. Together they demonstrate the significance of civil society for peace and democracy.",,,,unknown,1
1021,Ben S. Bernanke,male,2022,Economic Sciences,for research on banks and financial crises,The Brookings Institution,"Washington, D.C.",United States,other,1
1022,Douglas W. Diamond,male,2022,Economic Sciences,for research on banks and financial crises,University of Chicago,"Chicago, IL",United States,university,1
1023,Philip H. Dybvig,male,2022,Economic Sciences,for research on banks and financial crises,Washington University,"St. Louis, MO",United States,university,1
1024,Katalin Karikó,female,2023,Physiology or Medicine,for their discoveries concerning nucleoside base modifications that enabled the development of effective mRNA vaccines against COVID-19,Szeged University,Szeged,Hungary,university,1
1024,Katalin Karikó,female,2023,Physiology or Medicine,for their discoveries concerning nucleoside base modifications that enabled the development of effective mRNA vaccines against COVID-19,University of Pennsylvania,"Philadelphia, PA",United States,university,1
1025,Drew Weissman,male,2023,Physiology or Medicine,for their discoveries concerning nucleoside base modifications that enabled the development of effective mRNA vaccines against COVID-19,"Penn Institute for RNA Innovations, University of Pennsylvania","Philadelphia, PA",United States,university,1
1026,Pierre Agostini,male,2023,Physics,for experimental methods that generate attosecond pulses of light for the study of electron dynamics in matter,The Ohio State University,"Columbus, OH",United States,university,1
1027,Ferenc Krausz,male,2023,Physics,for experimental methods that generate attosecond pulses of light for the study of electron dynamics in matter,Max Planck Institute of Quantum Optics,Garching,Germany,research_institute,1
1027,Ferenc Krausz,male,2023,Physics,for experimental methods that generate attosecond pulses of light for the study of electron dynamics in matter,Ludwig-Maximilians-Universität München,Munich,Germany,university,1
1028,Anne L’Huillier,female,2023,Physics,for experimental methods that generate attosecond pulses of light for the study of electron dynamics in matter,Lund University,Lund,Sweden,university,1
1029,Moungi G. Bawendi,male,2023,Chemistry,for the discovery and synthesis of quantum dots,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States,university,1
1030,Louis E. Brus,male,2023,Chemistry,for the discovery and synthesis of quantum dots,Columbia University,"New York, NY",United States,university,1
1031,Aleksey Yekimov ,male,2023,Chemistry,for the discovery and synthesis of quantum dots,Nanocrystals Technology Inc.,"New York, NY",United States,company,1
1032,Jon Fosse,male,2023,Literature,for his innovative plays and prose which give voice to the unsayable,,,,unknown,1
1033,Narges Mohammadi,female,2023,Peace,for her fight against the oppression of women in Iran and her fight to promote human rights and freedom for all,,,,unknown,1
1034,Claudia Goldin,female,2023,Economic Sciences,for having advanced our understanding of women’s labour market outcomes,Harvard University,"Cambridge, MA",United States,university,1
1035,Victor Ambros,male,2024,Physiology or Medicine,for the discovery of microRNA and its role in post-transcriptional gene regulation,UMass Chan Medical School,"Worcester, MA",United States,other,1
